customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
C04169,Female,0,No,Yes,30,Yes,No,Fiber optic,No internet service,No internet service,One year,No,Credit card,79.98,No,2438.78
C04170,Female,0,No,Yes,13,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,93.97,No,1230.48
C04171,Male,1,No,No,59,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,110.3,No,6548.5
C04172,Female,0,No,No,67,Yes,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,79.99,No,5376.76
C04173,Male,0,Yes,No,25,Yes,No phone service,No,No internet service,No,Month-to-month,No,Bank transfer,95.22,No,2408.94
C04174,Female,0,Yes,No,23,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,64.26,No,1489.4
C04175,Male,1,No,No,55,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Mailed check,47.48,No,2635.28
C04176,Male,1,Yes,Yes,8,No,No,No,No,No internet service,One year,Yes,Mailed check,67.8,No,550.73
C04177,Male,0,Yes,No,34,Yes,No phone service,No,No,Yes,Two year,No,Bank transfer,26.98,No,951.58
C04178,Female,0,No,No,23,Yes,No phone service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,111.93,Yes,2576.66
C04179,Male,0,Yes,No,30,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,49.35,No,1510.55
C04180,Male,0,No,No,65,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,64.56,Yes,4233.95
C04181,Male,0,Yes,No,65,Yes,No,Fiber optic,No internet service,No internet service,Two year,No,Credit card,83.99,No,5503.44
C04182,Male,0,No,Yes,40,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,68.95,Yes,2798.88
C04183,Male,0,Yes,No,35,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Electronic check,46.56,No,1674.33
C04184,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,117.41,Yes,3905.25
C04185,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,103.68,Yes,3942.43
C04186,Female,0,Yes,No,22,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Bank transfer,28.38,No,672.89
C04187,Female,0,No,No,43,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Electronic check,55.11,No,2408.63
C04188,Female,0,Yes,No,69,Yes,Yes,DSL,No,No internet service,One year,Yes,Credit card,37.62,No,2625.44
C04189,Female,0,No,No,57,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,66.35,No,3804.92
C04190,Female,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card,39.09,No,2272.1
C04191,Male,0,Yes,No,25,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer,49.54,No,1239.02
C04192,Female,0,Yes,Yes,21,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Credit card,70.61,No,1504.57
C04193,Male,0,No,No,39,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,32.55,No,1318.12
C04194,Male,0,Yes,No,10,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,104.96,No,1075.89
C04195,Female,0,No,Yes,8,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,54.63,Yes,456.65
C04196,Male,0,Yes,Yes,11,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Mailed check,110.34,Yes,1236.5
C04197,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Electronic check,21.04,No,540.92
C04198,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Mailed check,95.94,No,3598.62
C04199,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,105.36,No,217.38
C04200,Female,0,No,Yes,14,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Mailed check,117.44,No,1678.92
C04201,Female,0,No,No,46,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.32,No,1463.29
C04202,Female,0,No,No,4,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card,61.81,Yes,254.87
C04203,Female,1,Yes,Yes,53,Yes,Yes,DSL,No internet service,No,Two year,No,Bank transfer,94.79,No,5053.26
C04204,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,69.87,No,1636.75
C04205,Female,0,Yes,No,10,Yes,No phone service,DSL,Yes,Yes,Two year,Yes,Bank transfer,100.9,No,1017.99
C04206,Female,0,Yes,No,32,Yes,No phone service,DSL,No internet service,No internet service,One year,No,Credit card,117.37,No,3778.89
C04207,Female,0,No,No,56,No,No phone service,DSL,No internet service,No internet service,Two year,Yes,Mailed check,94.42,No,5332.45
C04208,Female,0,No,No,51,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,92.96,Yes,4746.66
C04209,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Two year,No,Credit card,75.36,Yes,4796.46
C04210,Male,1,Yes,Yes,42,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,64.78,No,2721.17
C04211,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,102.34,No,4431.76
C04212,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,41.52,Yes,1481.28
C04213,Male,1,No,No,11,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,105.01,Yes,1155.68
C04214,Male,0,Yes,No,55,Yes,No,DSL,No,No,Two year,No,Credit card,102.57,No,5672.37
C04215,Male,0,No,Yes,2,No,No phone service,No,No internet service,Yes,One year,Yes,Electronic check,92.46,No,224.76
C04216,Female,0,Yes,Yes,49,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Electronic check,88.28,No,4328.64
C04217,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,18.82,No,552.05
C04218,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,118.03,No,1806.95
C04219,Female,0,No,No,39,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,57.58,No,2285.27
C04220,Male,0,No,No,26,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,56.36,Yes,1506.5
C04221,Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer,117.83,No,8134.35
C04222,Male,1,Yes,No,41,Yes,No,Fiber optic,No internet service,Yes,Two year,Yes,Credit card,42.43,No,1772.81
C04223,Male,0,No,Yes,56,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,114.27,No,6435.15
C04224,Female,0,No,No,9,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Mailed check,56.9,Yes,525.84
C04225,Female,0,No,No,37,Yes,No,No,No internet service,No,One year,Yes,Electronic check,27.92,No,1081.8
C04226,Male,0,No,No,7,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.83,No,531.73
C04227,Female,1,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Two year,No,Electronic check,89.33,No,1564.46
C04228,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Two year,No,Credit card,79.51,No,1306.86
C04229,Female,0,No,No,57,Yes,Yes,DSL,No internet service,Yes,Month-to-month,No,Electronic check,114.17,No,6514.19
C04230,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card,56.76,No,3702.36
C04231,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,62.64,Yes,2714.69
C04232,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,42.84,No,364.15
C04233,Female,0,No,Yes,47,Yes,No phone service,DSL,No,Yes,Two year,Yes,Credit card,76.36,No,3621.2
C04234,Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,112.9,No,4319.16
C04235,Female,1,Yes,No,5,Yes,No phone service,No,No,Yes,Month-to-month,No,Mailed check,52.91,No,268.84
C04236,Female,0,Yes,No,29,Yes,No phone service,No,No internet service,Yes,Two year,Yes,Electronic check,29.61,No,900.72
C04237,Male,0,Yes,Yes,17,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer,54.98,Yes,977.33
C04238,Female,0,No,Yes,42,Yes,Yes,DSL,No internet service,No,Two year,Yes,Bank transfer,107.2,No,4544.96
C04239,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,One year,No,Electronic check,108.92,No,3496.43
C04240,Female,0,Yes,No,52,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,30.32,Yes,1592.58
C04241,Male,1,No,Yes,55,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,95.22,No,5273.9
C04242,Female,1,No,Yes,18,Yes,No,DSL,Yes,No,Two year,Yes,Bank transfer,32.31,No,601.86
C04243,Male,1,No,No,68,Yes,No phone service,Fiber optic,No,Yes,Two year,Yes,Electronic check,107.33,No,7320.81
C04244,Female,0,Yes,No,25,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,66.0,No,1679.84
C04245,Male,0,No,No,28,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,108.78,No,3047.5
C04246,Male,1,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Two year,No,Bank transfer,25.52,No,588.49
C04247,Male,0,No,No,5,Yes,Yes,DSL,No internet service,Yes,Two year,Yes,Mailed check,25.72,No,131.6
C04248,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Credit card,112.47,No,5972.05
C04249,Male,0,No,No,38,Yes,No phone service,No,No internet service,Yes,One year,Yes,Electronic check,96.01,No,3697.45
C04250,Male,1,No,No,3,Yes,No,No,No,No,Two year,No,Credit card,32.7,No,103.01
C04251,Female,0,Yes,Yes,57,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,107.94,Yes,6196.78
C04252,Male,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,104.23,No,4904.81
C04253,Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,72.32,No,4303.72
C04254,Female,0,No,No,25,Yes,No phone service,No,Yes,Yes,Two year,Yes,Bank transfer,34.67,No,898.58
C04255,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card,60.67,No,2402.53
C04256,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,73.58,No,4051.23
C04257,Female,0,Yes,No,38,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.17,No,1526.05
C04258,Male,1,Yes,No,38,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Electronic check,104.7,No,3994.94
C04259,Male,0,No,No,47,Yes,No phone service,No,Yes,No,Two year,No,Mailed check,102.19,No,4815.52
C04260,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,No,519.63
C04261,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,19.98,Yes,664.38
C04262,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,62.12,Yes,1254.47
C04263,Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Credit card,111.34,No,2699.8
C04264,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,95.58,Yes,2046.17
C04265,Male,1,No,No,22,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,114.81,Yes,2569.27
C04266,Male,0,No,No,24,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,46.68,No,1141.64
C04267,Female,0,No,No,25,Yes,No,DSL,No,Yes,Month-to-month,No,Bank transfer,115.78,No,2943.3
C04268,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,71.68,No,2117.4
C04269,Female,0,Yes,No,37,Yes,No,DSL,Yes,No internet service,One year,No,Credit card,79.71,No,2969.39
C04270,Female,1,Yes,Yes,33,Yes,No phone service,No,No,Yes,One year,Yes,Credit card,41.12,No,1376.53
C04271,Female,0,Yes,No,72,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer,64.6,No,4673.19
C04272,Female,1,No,Yes,14,No,Yes,Fiber optic,No internet service,No internet service,One year,No,Electronic check,94.38,No,1358.68
C04273,Female,0,Yes,Yes,43,Yes,No phone service,Fiber optic,Yes,No,One year,No,Credit card,53.46,No,2314.77
C04274,Male,0,No,Yes,9,No,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,25.04,No,230.47
C04275,Male,1,No,No,36,Yes,No phone service,DSL,No,Yes,One year,No,Bank transfer,102.61,No,3722.1
C04276,Male,0,Yes,No,6,Yes,No phone service,No,No internet service,No,Two year,Yes,Mailed check,21.37,No,159.06
C04277,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,27.73,No,906.65
C04278,Male,0,No,No,10,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,82.35,No,830.23
C04279,Male,0,No,Yes,47,Yes,Yes,DSL,No internet service,No,One year,No,Bank transfer,85.52,No,4046.11
C04280,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Mailed check,73.53,Yes,4937.33
C04281,Female,0,No,No,47,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,25.85,Yes,1252.76
C04282,Female,0,Yes,No,44,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Bank transfer,96.46,Yes,4261.93
C04283,Female,0,No,No,32,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,78.42,No,2541.34
C04284,Male,1,Yes,No,3,No,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,85.72,No,265.78
C04285,Female,0,No,No,46,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,18.29,No,870.39
C04286,Female,0,Yes,No,52,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,26.88,Yes,1398.52
C04287,Male,1,Yes,No,30,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,90.81,Yes,2766.34
C04288,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,86.46,No,2623.32
C04289,Female,0,No,No,26,Yes,No,No,Yes,No,Month-to-month,No,Credit card,38.03,Yes,999.81
C04290,Male,0,No,No,47,Yes,No,DSL,No internet service,No,Month-to-month,No,Mailed check,68.99,No,3259.26
C04291,Female,0,No,No,35,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Mailed check,49.55,No,1741.75
C04292,Female,0,Yes,No,48,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,81.12,No,3927.41
C04293,Male,0,No,No,30,Yes,Yes,DSL,No internet service,No internet service,One year,No,Mailed check,98.55,No,2975.23
C04294,Male,0,Yes,Yes,43,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,36.99,No,1638.29
C04295,Female,0,No,Yes,58,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,83.58,No,4892.37
C04296,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Electronic check,61.87,No,1401.85
C04297,Female,0,Yes,No,67,Yes,No phone service,DSL,No internet service,No,One year,Yes,Electronic check,37.47,No,2523.74
C04298,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,58.05,No,2394.62
C04299,Female,1,No,No,41,Yes,No phone service,No,Yes,No internet service,One year,Yes,Electronic check,28.53,No,1190.17
C04300,Female,0,No,No,12,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,84.42,No,1058.95
C04301,Female,0,Yes,Yes,0,Yes,No phone service,Fiber optic,Yes,Yes,Two year,No,Mailed check,118.82,Yes,23.68
C04302,Female,0,Yes,No,52,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,92.06,No,4791.91
C04303,Female,1,Yes,No,39,Yes,No,Fiber optic,No,No internet service,Two year,No,Mailed check,104.05,No,4069.62
C04304,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,40.8,No,1838.38
C04305,Female,0,Yes,No,21,Yes,No phone service,No,No internet service,No internet service,One year,No,Credit card,28.72,No,605.99
C04306,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Two year,Yes,Electronic check,18.22,No,975.36
C04307,Female,0,Yes,No,27,Yes,No phone service,No,No,No,Month-to-month,No,Electronic check,91.69,Yes,2506.48
C04308,Female,0,No,Yes,52,No,No,No,Yes,No,Month-to-month,No,Credit card,101.14,No,5264.35
C04309,Male,0,No,No,62,Yes,Yes,DSL,No internet service,No internet service,One year,Yes,Credit card,37.1,No,2329.38
C04310,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,66.31,Yes,1109.53
C04311,Male,0,Yes,No,63,Yes,No,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,77.09,Yes,4857.43
C04312,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer,114.78,Yes,611.15
C04313,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,110.31,No,1442.85
C04314,Male,0,Yes,No,16,Yes,No,DSL,Yes,No internet service,One year,No,Bank transfer,19.59,No,332.29
C04315,Male,1,No,No,37,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,22.97,Yes,855.59
C04316,Male,0,No,No,68,No,No,DSL,No,No,Two year,No,Electronic check,114.85,No,7810.12
C04317,Female,0,No,No,12,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,23.87,No,291.46
C04318,Female,0,Yes,Yes,52,Yes,No phone service,DSL,Yes,No,Two year,Yes,Mailed check,76.78,No,4021.2
C04319,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer,26.01,No,253.13
C04320,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Mailed check,85.35,No,3671.13
C04321,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card,36.61,Yes,918.39
C04322,Female,0,Yes,No,18,No,No phone service,DSL,No internet service,No,Month-to-month,Yes,Electronic check,21.45,Yes,394.24
C04323,Female,1,Yes,No,47,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,46.16,Yes,2218.17
C04324,Female,0,No,No,29,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.67,No,2086.94
C04325,Male,1,No,No,31,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,72.04,No,2256.71
C04326,Male,0,Yes,No,68,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Bank transfer,95.12,No,6470.25
C04327,Female,1,No,No,10,Yes,No phone service,Fiber optic,No,No,Two year,No,Credit card,24.11,No,283.63
C04328,Male,0,No,No,25,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,18.83,No,518.13
C04329,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer,90.13,No,2291.06
C04330,Male,0,No,Yes,16,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Credit card,114.38,No,1858.24
C04331,Male,0,Yes,No,43,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,37.46,No,1623.22
C04332,Male,0,No,No,22,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Electronic check,33.14,Yes,738.02
C04333,Male,0,Yes,No,24,No,No,Fiber optic,No internet service,No,One year,Yes,Electronic check,52.64,No,1289.14
C04334,Female,0,Yes,No,36,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,88.93,No,3216.01
C04335,Male,0,No,Yes,64,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,94.94,No,6109.68
C04336,Female,0,Yes,No,1,Yes,No,No,No,Yes,Two year,No,Bank transfer,112.61,No,125.86
C04337,Female,1,No,No,31,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,98.99,No,3077.2
C04338,Female,0,Yes,Yes,54,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,20.8,No,1152.28
C04339,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,38.84,Yes,1941.2
C04340,Female,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,53.91,Yes,3453.93
C04341,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,113.64,No,3553.8
C04342,Female,0,Yes,No,36,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Mailed check,79.17,No,2890.89
C04343,Male,0,No,Yes,12,Yes,No phone service,DSL,No internet service,Yes,Two year,Yes,Bank transfer,118.63,No,1423.88
C04344,Male,0,Yes,No,53,Yes,No phone service,No,No internet service,No,Two year,Yes,Bank transfer,50.08,No,2665.44
C04345,Female,0,No,No,2,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Electronic check,111.06,No,237.05
C04346,Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,88.56,Yes,3631.66
C04347,Female,0,Yes,No,39,Yes,No phone service,DSL,Yes,No,Month-to-month,No,Mailed check,107.59,Yes,4229.91
C04348,Female,0,Yes,No,65,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,111.19,Yes,7248.32
C04349,Male,0,Yes,Yes,59,Yes,No,No,No,Yes,One year,Yes,Credit card,63.76,No,3794.21
C04350,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No internet service,Two year,Yes,Credit card,106.07,No,1080.95
C04351,Male,0,No,No,0,Yes,No phone service,No,No internet service,Yes,Month-to-month,No,Electronic check,117.31,No,8.7
C04352,Male,0,Yes,No,25,Yes,No phone service,DSL,No,No,Month-to-month,No,Bank transfer,85.38,Yes,2160.29
C04353,Female,1,No,No,41,Yes,No phone service,No,No,No,Month-to-month,No,Mailed check,44.16,Yes,1846.72
C04354,Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,One year,Yes,Bank transfer,45.2,No,2764.94
C04355,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,No,One year,No,Bank transfer,93.99,No,5657.09
C04356,Female,0,Yes,No,61,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Mailed check,51.19,No,3159.31
C04357,Female,0,No,Yes,11,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.52,Yes,687.54
C04358,Male,0,Yes,No,26,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,71.18,No,1900.66
C04359,Male,0,Yes,Yes,66,Yes,No phone service,No,No,No,Two year,Yes,Credit card,110.08,No,7273.95
C04360,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,89.84,No,2442.88
C04361,Male,0,No,No,65,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card,47.39,No,3090.25
C04362,Male,0,No,Yes,27,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,31.5,No,862.71
C04363,Male,0,No,No,20,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,47.27,Yes,955.19
C04364,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,51.69,Yes,359.59
C04365,Male,0,No,No,13,Yes,No,No,No,No internet service,One year,Yes,Credit card,91.99,No,1228.19
C04366,Male,1,Yes,No,38,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,60.95,No,2320.33
C04367,Male,0,No,Yes,72,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,118.79,No,8578.91
C04368,Female,0,No,No,61,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,21.48,No,1314.42
C04369,Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,53.78,No,611.11
C04370,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,26.68,No,1019.17
C04371,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,54.03,No,3082.08
C04372,Female,0,Yes,No,55,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,61.81,No,3401.87
C04373,Male,0,Yes,No,38,No,No phone service,DSL,No internet service,Yes,Month-to-month,No,Mailed check,108.01,No,4116.91
C04374,Male,1,Yes,Yes,3,No,No phone service,Fiber optic,Yes,No,Two year,Yes,Mailed check,60.96,No,215.83
C04375,Male,1,No,No,47,Yes,Yes,DSL,No internet service,No,One year,Yes,Electronic check,20.58,No,1013.49
C04376,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,114.47,No,700.41
C04377,Female,0,Yes,Yes,59,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Mailed check,32.67,No,1975.35
C04378,Male,0,Yes,No,39,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,96.14,No,3776.88
C04379,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,38.23,Yes,292.75
C04380,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,111.26,Yes,6346.98
C04381,Male,0,Yes,Yes,56,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Electronic check,40.88,No,2337.05
C04382,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,104.37,No,3588.15
C04383,Female,0,No,Yes,72,Yes,No,DSL,No,Yes,One year,Yes,Bank transfer,59.87,No,4310.8
C04384,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,One year,Yes,Electronic check,63.16,No,797.57
C04385,Male,0,No,No,38,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,No,Mailed check,81.55,No,3126.57
C04386,Male,0,Yes,No,20,No,No phone service,No,Yes,Yes,Month-to-month,No,Credit card,67.23,No,1349.59
C04387,Male,0,No,No,46,Yes,Yes,DSL,No internet service,No internet service,Two year,No,Credit card,52.01,No,2427.52
C04388,Male,0,No,No,1,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,42.5,No,75.8
C04389,Female,0,No,No,43,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,44.89,No,1964.37
C04390,Female,0,Yes,No,29,No,No phone service,DSL,Yes,No,Two year,No,Bank transfer,89.06,No,2626.52
C04391,Female,0,Yes,Yes,54,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,28.98,Yes,1602.92
